,,index,rate_min_windows_future,rate_max_windows_future
ATI,0,"(-0.001, 0.0337]",-0.07147406041943277,
ATI,1,"(0.0337, 0.0822]",-0.09618675112029826,
ATI,2,"(0.0822, 0.13]",-0.11238374952006336,
ATI,3,"(0.13, 0.199]",-0.14158633016936176,
ATI,4,"(0.199, 0.309]",-0.1710229492447084,
ATI,5,"(0.309, 3.815]",-0.23644181277509863,
ATI,6,"(-0.586, -0.248]",,0.29665071353795985
ATI,7,"(-0.248, -0.188]",,0.22432705109458856
ATI,8,"(-0.188, -0.137]",,0.1930993525903726
ATI,9,"(-0.137, -0.0871]",,0.17941076423252778
ATI,10,"(-0.0871, -0.0381]",,0.17094956536052422
ATI,11,"(-0.0381, 0.0]",,0.15141893533981451
ATVI,0,"(-0.001, 0.0367]",-0.08341919229116124,
ATVI,1,"(0.0367, 0.095]",-0.10321827250007556,
ATVI,2,"(0.095, 0.161]",-0.13555156239833566,
ATVI,3,"(0.161, 0.248]",-0.16320506272782379,
ATVI,4,"(0.248, 0.384]",-0.21355930457460684,
ATVI,5,"(0.384, 2.577]",-0.2762698928160222,
ATVI,6,"(-0.765, -0.32]",,0.3460789498306076
ATVI,7,"(-0.32, -0.231]",,0.29611134025315294
ATVI,8,"(-0.231, -0.158]",,0.249233649983808
ATVI,9,"(-0.158, -0.0932]",,0.23615331234220574
ATVI,10,"(-0.0932, -0.0331]",,0.21230205788293452
ATVI,11,"(-0.0331, 0.0]",,0.17958358339426958
AVID,0,"(-0.001, 0.0438]",-0.08622584797135262,
AVID,1,"(0.0438, 0.104]",-0.11452252931763203,
AVID,2,"(0.104, 0.179]",-0.1294192901560012,
AVID,3,"(0.179, 0.276]",-0.17299162099828966,
AVID,4,"(0.276, 0.45]",-0.23305773813092606,
AVID,5,"(0.45, 6.011]",-0.3472887614242954,
AVID,6,"(-0.84, -0.332]",,0.8080943963974979
AVID,7,"(-0.332, -0.24]",,0.3065228106105633
AVID,8,"(-0.24, -0.176]",,0.26355640981525214
AVID,9,"(-0.176, -0.115]",,0.2311101380295379
AVID,10,"(-0.115, -0.0475]",,0.22367404892608284
AVID,11,"(-0.0475, 0.0]",,0.19693351452391358
AVT,0,"(-0.001, 0.0306]",-0.08167784008224746,
AVT,1,"(0.0306, 0.0731]",-0.09673907147431327,
AVT,2,"(0.0731, 0.119]",-0.1113426065213936,
AVT,3,"(0.119, 0.181]",-0.12553526789075695,
AVT,4,"(0.181, 0.3]",-0.15270453379027996,
AVT,5,"(0.3, 3.84]",-0.23749569363890077,
AVT,6,"(-0.654, -0.265]",,0.2707829202500974
AVT,7,"(-0.265, -0.187]",,0.21897758889859326
AVT,8,"(-0.187, -0.131]",,0.2049364641649448
AVT,9,"(-0.131, -0.0896]",,0.20173185410751365
AVT,10,"(-0.0896, -0.0422]",,0.18430910438738998
AVT,11,"(-0.0422, 0.0]",,0.19407457405370052
AVY,0,"(-0.001, 0.034]",-0.08076119186935157,
AVY,1,"(0.034, 0.0888]",-0.10654094445092141,
AVY,2,"(0.0888, 0.149]",-0.1279590706755821,
AVY,3,"(0.149, 0.232]",-0.1439627438217137,
AVY,4,"(0.232, 0.388]",-0.2016939276553426,
AVY,5,"(0.388, 4.362]",-0.2942790358292985,
AVY,6,"(-0.711, -0.339]",,0.506896656210722
AVY,7,"(-0.339, -0.242]",,0.3896783294938571
AVY,8,"(-0.242, -0.168]",,0.2670339033220363
AVY,9,"(-0.168, -0.107]",,0.23656217121214662
AVY,10,"(-0.107, -0.0436]",,0.19860894027692105
AVY,11,"(-0.0436, 0.0]",,0.17673677564179016
AXP,0,"(-0.001, 0.0341]",-0.08915444954329194,
AXP,1,"(0.0341, 0.0827]",-0.10288387810705575,
AXP,2,"(0.0827, 0.139]",-0.12312718082238255,
AXP,3,"(0.139, 0.215]",-0.1435513058732586,
AXP,4,"(0.215, 0.362]",-0.18272769691173388,
AXP,5,"(0.362, 5.446]",-0.2700099355645767,
AXP,6,"(-0.625, -0.303]",,0.28516423838887706
AXP,7,"(-0.303, -0.228]",,0.2745415946296121
AXP,8,"(-0.228, -0.164]",,0.24567825026671333
AXP,9,"(-0.164, -0.103]",,0.2689686957215289
AXP,10,"(-0.103, -0.0414]",,0.23662707719188902
AXP,11,"(-0.0414, 0.0]",,0.23367112439006665
AZN,0,"(-0.001, 0.0268]",-0.08573254136919065,
AZN,1,"(0.0268, 0.0705]",-0.09997612600861225,
AZN,2,"(0.0705, 0.124]",-0.11868224187243136,
AZN,3,"(0.124, 0.195]",-0.13367746743549708,
AZN,4,"(0.195, 0.309]",-0.16014467002252333,
AZN,5,"(0.309, 6.302]",-0.2250134888177757,
AZN,6,"(-0.736, -0.276]",,0.3341329841360015
AZN,7,"(-0.276, -0.199]",,0.2782389630382435
AZN,8,"(-0.199, -0.143]",,0.2210018735732252
AZN,9,"(-0.143, -0.0947]",,0.19435491218756307
AZN,10,"(-0.0947, -0.0411]",,0.22518045029337727
AZN,11,"(-0.0411, 0.0]",,0.23031486576452673
AZO,0,"(-0.001, 0.0339]",-0.08883739801581775,
AZO,1,"(0.0339, 0.0867]",-0.0962908266651005,
AZO,2,"(0.0867, 0.145]",-0.12216147351020457,
AZO,3,"(0.145, 0.234]",-0.1473543613199165,
AZO,4,"(0.234, 0.362]",-0.2049444749309327,
AZO,5,"(0.362, 2.099]",-0.2398200420180642,
AZO,6,"(-0.579, -0.303]",,0.28056717018166205
AZO,7,"(-0.303, -0.225]",,0.26947709073774334
AZO,8,"(-0.225, -0.158]",,0.22515969618084503
AZO,9,"(-0.158, -0.0865]",,0.2257413539880841
AZO,10,"(-0.0865, -0.026]",,0.20668248920523039
AZO,11,"(-0.026, 0.0]",,0.19493639193589335
AZTA,0,"(-0.001, 0.0487]",-0.09916319991782648,
AZTA,1,"(0.0487, 0.121]",-0.11836604830615435,
AZTA,2,"(0.121, 0.198]",-0.1479774244405964,
AZTA,3,"(0.198, 0.296]",-0.18063184603682145,
AZTA,4,"(0.296, 0.462]",-0.23262922440167877,
AZTA,5,"(0.462, 10.867]",-0.3892129515892266,
AZTA,6,"(-0.927, -0.351]",,1.3102172008301696
AZTA,7,"(-0.351, -0.24]",,0.485854874799969
AZTA,8,"(-0.24, -0.172]",,0.29194474535076137
AZTA,9,"(-0.172, -0.115]",,0.22505628498193164
AZTA,10,"(-0.115, -0.0555]",,0.17159142898269436
AZTA,11,"(-0.0555, 0.0]",,0.17401158318210158
BA,0,"(-0.001, 0.0337]",-0.0850438005803535,
BA,1,"(0.0337, 0.0858]",-0.10134817525440644,
BA,2,"(0.0858, 0.144]",-0.12179108902715632,
BA,3,"(0.144, 0.209]",-0.14377925683681378,
BA,4,"(0.209, 0.311]",-0.17389885620948023,
BA,5,"(0.311, 6.616]",-0.2291052187045781,
BA,6,"(-0.614, -0.264]",,0.26035555158008583
BA,7,"(-0.264, -0.202]",,0.2885244992293177
BA,8,"(-0.202, -0.149]",,0.24895772512396136
BA,9,"(-0.149, -0.0954]",,0.19728050389020294
BA,10,"(-0.0954, -0.0402]",,0.1778994720791639
BA,11,"(-0.0402, 0.0]",,0.19655306837385061
BAC,0,"(-0.001, 0.0323]",-0.10225429177805632,
BAC,1,"(0.0323, 0.0896]",-0.12092155542565297,
BAC,2,"(0.0896, 0.149]",-0.1382031151970033,
BAC,3,"(0.149, 0.23]",-0.15641819809899854,
BAC,4,"(0.23, 0.363]",-0.1829880801785993,
BAC,5,"(0.363, 4.941]",-0.257668829180726,
BAC,6,"(-0.63, -0.306]",,0.36833842363917424
BAC,7,"(-0.306, -0.227]",,0.2796949547999283
BAC,8,"(-0.227, -0.166]",,0.24747312406341027
BAC,9,"(-0.166, -0.114]",,0.2614565864148122
BAC,10,"(-0.114, -0.0574]",,0.23061220123395584
BAC,11,"(-0.0574, 0.0]",,0.24949162888286455
BAX,0,"(-0.001, 0.0327]",-0.09408057293983596,
BAX,1,"(0.0327, 0.0824]",-0.10498404320060176,
BAX,2,"(0.0824, 0.136]",-0.11954397830580024,
BAX,3,"(0.136, 0.208]",-0.14209637002636033,
BAX,4,"(0.208, 0.332]",-0.17274644075288118,
BAX,5,"(0.332, 2.981]",-0.23054078996643138,
BAX,6,"(-0.571, -0.271]",,0.2866152844194054
BAX,7,"(-0.271, -0.201]",,0.24536521668708444
BAX,8,"(-0.201, -0.147]",,0.21744109215993826
BAX,9,"(-0.147, -0.094]",,0.19453159501129888
BAX,10,"(-0.094, -0.0409]",,0.1725702115959125
BAX,11,"(-0.0409, 0.0]",,0.2018483222959959
BBBY,0,"(-0.001, 0.0344]",-0.08585633398836494,
BBBY,1,"(0.0344, 0.0866]",-0.09325998886324745,
BBBY,2,"(0.0866, 0.151]",-0.1153035950308658,
BBBY,3,"(0.151, 0.254]",-0.15528924839291502,
BBBY,4,"(0.254, 0.42]",-0.21467210982071142,
BBBY,5,"(0.42, 3.74]",-0.30445457974250467,
BBBY,6,"(-0.721, -0.335]",,0.4524804101825665
BBBY,7,"(-0.335, -0.235]",,0.3404385111152312
BBBY,8,"(-0.235, -0.155]",,0.22865661246246619
BBBY,9,"(-0.155, -0.0936]",,0.22213465170380903
BBBY,10,"(-0.0936, -0.0264]",,0.21526087728102092
BBBY,11,"(-0.0264, 0.0]",,0.19854707478787126
BBWI,0,"(-0.001, 0.0393]",-0.07848223363880596,
BBWI,1,"(0.0393, 0.0875]",-0.09996377859327649,
BBWI,2,"(0.0875, 0.136]",-0.11871754603215977,
BBWI,3,"(0.136, 0.2]",-0.13842343191251155,
BBWI,4,"(0.2, 0.301]",-0.16915474443923142,
BBWI,5,"(0.301, 3.187]",-0.23057743158445412,
BBWI,6,"(-0.787, -0.277]",,0.2746392679854169
BBWI,7,"(-0.277, -0.201]",,0.31770483100900065
BBWI,8,"(-0.201, -0.148]",,0.23135863076631916
BBWI,9,"(-0.148, -0.0995]",,0.20671211324739958
BBWI,10,"(-0.0995, -0.0424]",,0.21067119671835255
BBWI,11,"(-0.0424, 0.0]",,0.18705531393349636
BBY,0,"(-0.001, 0.0334]",-0.09146628155899776,
BBY,1,"(0.0334, 0.0928]",-0.09822230756025789,
BBY,2,"(0.0928, 0.159]",-0.12275080708074743,
BBY,3,"(0.159, 0.257]",-0.15895856201310535,
BBY,4,"(0.257, 0.409]",-0.21386739978325442,
BBY,5,"(0.409, 1.744]",-0.28832139933104634,
BBY,6,"(-0.579, -0.335]",,0.3594286847152289
BBY,7,"(-0.335, -0.242]",,0.2609116391636445
BBY,8,"(-0.242, -0.158]",,0.25401283440797867
BBY,9,"(-0.158, -0.0876]",,0.23802090835175635
BBY,10,"(-0.0876, -0.023]",,0.20168533623412344
BBY,11,"(-0.023, 0.0]",,0.19914404852123238
BC,0,"(-0.001, 0.0281]",-0.07731288895571926,
BC,1,"(0.0281, 0.0741]",-0.09988958183545038,
BC,2,"(0.0741, 0.125]",-0.11948227322005854,
BC,3,"(0.125, 0.192]",-0.13775840861442248,
BC,4,"(0.192, 0.319]",-0.16967909857578053,
BC,5,"(0.319, 3.391]",-0.2248797601963272,
BC,6,"(-0.619, -0.268]",,0.30304818175980236
BC,7,"(-0.268, -0.198]",,0.2193610996528756
BC,8,"(-0.198, -0.146]",,0.21388819996176242
BC,9,"(-0.146, -0.095]",,0.21358827178736808
BC,10,"(-0.095, -0.0416]",,0.17923392195684712
BC,11,"(-0.0416, 0.0]",,0.1650074081882024
BCE,0,"(-0.001, 0.0469]",-0.10820277112446035,
BCE,1,"(0.0469, 0.111]",-0.13530825652808748,
BCE,2,"(0.111, 0.183]",-0.15727694999940472,
BCE,3,"(0.183, 0.285]",-0.174993612674757,
BCE,4,"(0.285, 0.5]",-0.21866953536289596,
BCE,5,"(0.5, 11.122]",-0.4238353478023132,
BCE,6,"(-0.913, -0.561]",,2.098128667976467
BCE,7,"(-0.561, -0.332]",,0.8990840961635691
BCE,8,"(-0.332, -0.212]",,0.6145069710668601
BCE,9,"(-0.212, -0.138]",,0.49376748245698504
BCE,10,"(-0.138, -0.07]",,0.33371764640124163
BCE,11,"(-0.07, 0.0]",,0.3491898860174534
BCO,0,"(-0.001, 0.053]",-0.10612082908504968,
BCO,1,"(0.053, 0.118]",-0.12982266797239775,
BCO,2,"(0.118, 0.19]",-0.14882544813838744,
BCO,3,"(0.19, 0.283]",-0.17015069191668236,
BCO,4,"(0.283, 0.453]",-0.2179081842584919,
BCO,5,"(0.453, 3.507]",-0.3214564879564995,
BCO,6,"(-0.8, -0.361]",,0.4937334177493848
BCO,7,"(-0.361, -0.256]",,0.3866266601656581
BCO,8,"(-0.256, -0.175]",,0.2936821059295845
BCO,9,"(-0.175, -0.106]",,0.292872595236222
BCO,10,"(-0.106, -0.0407]",,0.2225598832392179
BCO,11,"(-0.0407, 0.0]",,0.18920074120003952
BDX,0,"(-0.001, 0.0365]",-0.09080197814476013,
BDX,1,"(0.0365, 0.09]",-0.11326930621565957,
BDX,2,"(0.09, 0.146]",-0.1260311102100812,
BDX,3,"(0.146, 0.211]",-0.15170849047564006,
BDX,4,"(0.211, 0.323]",-0.17273057964295005,
BDX,5,"(0.323, 2.629]",-0.22971819269584523,
BDX,6,"(-0.584, -0.276]",,0.2890974761096157
BDX,7,"(-0.276, -0.211]",,0.2543234497590224
BDX,8,"(-0.211, -0.161]",,0.2313971055036814
BDX,9,"(-0.161, -0.109]",,0.2106495385549944
BDX,10,"(-0.109, -0.0504]",,0.21655315582878687
BDX,11,"(-0.0504, 0.0]",,0.18112161008607416
BEN,0,"(-0.001, 0.0363]",-0.08923122097811984,
BEN,1,"(0.0363, 0.0854]",-0.11175625964554431,
BEN,2,"(0.0854, 0.137]",-0.12858637073486878,
BEN,3,"(0.137, 0.203]",-0.13997813241257545,
BEN,4,"(0.203, 0.316]",-0.1575087378493848,
BEN,5,"(0.316, 3.607]",-0.23045465566374435,
BEN,6,"(-0.632, -0.282]",,0.27166572667992833
BEN,7,"(-0.282, -0.207]",,0.2615335615993652
BEN,8,"(-0.207, -0.158]",,0.2615064766189496
BEN,9,"(-0.158, -0.105]",,0.23302168809027882
BEN,10,"(-0.105, -0.0538]",,0.2084643873511556
BEN,11,"(-0.0538, 0.0]",,0.20222657448824155
BHC,0,"(-0.001, 0.0358]",-0.10439607257050101,
BHC,1,"(0.0358, 0.0953]",-0.11128422823054848,
BHC,2,"(0.0953, 0.167]",-0.14047035674015845,
BHC,3,"(0.167, 0.261]",-0.16658406196524392,
BHC,4,"(0.261, 0.409]",-0.18637049780178433,
BHC,5,"(0.409, 3.948]",-0.27962695160879125,
BHC,6,"(-0.717, -0.317]",,0.31728584082554034
BHC,7,"(-0.317, -0.23]",,0.30900281386817074
BHC,8,"(-0.23, -0.16]",,0.27349736167599425
BHC,9,"(-0.16, -0.105]",,0.22435867154667685
BHC,10,"(-0.105, -0.0467]",,0.22309790012959607
BHC,11,"(-0.0467, 0.0]",,0.20628307534583432
BIG,0,"(-0.001, 0.0346]",-0.08885810831799158,
BIG,1,"(0.0346, 0.0913]",-0.10642580355043041,
BIG,2,"(0.0913, 0.158]",-0.13290278961830065,
BIG,3,"(0.158, 0.258]",-0.15339128468225738,
BIG,4,"(0.258, 0.432]",-0.21340319395357624,
BIG,5,"(0.432, 1.939]",-0.2889487011370322,
BIG,6,"(-0.607, -0.329]",,0.33152627050964006
BIG,7,"(-0.329, -0.232]",,0.28287972517348103
BIG,8,"(-0.232, -0.161]",,0.2700936056659262
BIG,9,"(-0.161, -0.0922]",,0.23471844466921854
BIG,10,"(-0.0922, -0.0219]",,0.21498510414096286
BIG,11,"(-0.0219, 0.0]",,0.2169060735592383
BIIB,0,"(-0.001, 0.0349]",-0.0973534983727338,
BIIB,1,"(0.0349, 0.0869]",-0.10536319449969547,
BIIB,2,"(0.0869, 0.146]",-0.11703314467693236,
BIIB,3,"(0.146, 0.219]",-0.1327642267400226,
BIIB,4,"(0.219, 0.338]",-0.17453448188737697,
BIIB,5,"(0.338, 2.207]",-0.264324369437351,
BIIB,6,"(-0.678, -0.278]",,0.2786263858403446
BIIB,7,"(-0.278, -0.192]",,0.24322071673402892
BIIB,8,"(-0.192, -0.135]",,0.21772229917219557
BIIB,9,"(-0.135, -0.0829]",,0.19575924990065058
BIIB,10,"(-0.0829, -0.0317]",,0.16942049200569376
BIIB,11,"(-0.0317, 0.0]",,0.16795194348561582
BK,0,"(-0.001, 0.0411]",-0.0903977801752585,
BK,1,"(0.0411, 0.0979]",-0.11184567004750137,
BK,2,"(0.0979, 0.155]",-0.12989981851596286,
BK,3,"(0.155, 0.229]",-0.15182131900304488,
BK,4,"(0.229, 0.345]",-0.17953569809011977,
BK,5,"(0.345, 5.568]",-0.25613277216703706,
BK,6,"(-0.686, -0.278]",,0.35602863335071916
BK,7,"(-0.278, -0.21]",,0.2818038337422124
BK,8,"(-0.21, -0.155]",,0.24208866108157037
BK,9,"(-0.155, -0.106]",,0.2219457543902093
BK,10,"(-0.106, -0.0515]",,0.18362523611421616
BK,11,"(-0.0515, 0.0]",,0.16130641893346434
BKR,0,"(-0.001, 0.0263]",-0.08506316301069301,
BKR,1,"(0.0263, 0.0722]",-0.1082970911754619,
BKR,2,"(0.0722, 0.123]",-0.11331546286991202,
BKR,3,"(0.123, 0.187]",-0.1270938555507231,
BKR,4,"(0.187, 0.283]",-0.14978387652767192,
BKR,5,"(0.283, 4.127]",-0.19885652442560411,
BKR,6,"(-0.686, -0.244]",,0.2703710419417395
BKR,7,"(-0.244, -0.177]",,0.21581078099250428
BKR,8,"(-0.177, -0.13]",,0.18181224440118915
BKR,9,"(-0.13, -0.0837]",,0.20180433870136616
BKR,10,"(-0.0837, -0.0369]",,0.18180105700930715
BKR,11,"(-0.0369, 0.0]",,0.18525471266950647
BKX,0,"(-0.001, 0.0451]",-0.10668251315324564,
BKX,1,"(0.0451, 0.109]",-0.128179895585306,
BKX,2,"(0.109, 0.176]",-0.14393781322088595,
BKX,3,"(0.176, 0.272]",-0.1771155746754985,
BKX,4,"(0.272, 0.458]",-0.21907239381015564,
BKX,5,"(0.458, 7.949]",-0.3189046446140977,
BKX,6,"(-0.696, -0.356]",,0.6790113516094255
BKX,7,"(-0.356, -0.256]",,0.4296075277713274
BKX,8,"(-0.256, -0.191]",,0.28326452538619773
BKX,9,"(-0.191, -0.132]",,0.24410535020217816
BKX,10,"(-0.132, -0.0702]",,0.19494329897069848
BKX,11,"(-0.0702, 0.0]",,0.21215940752829193
BLL,0,"(-0.001, 0.0341]",-0.08986366531898782,
BLL,1,"(0.0341, 0.0784]",-0.10432601498779225,
BLL,2,"(0.0784, 0.132]",-0.12371466190273461,
BLL,3,"(0.132, 0.213]",-0.14892592887397926,
BLL,4,"(0.213, 0.342]",-0.170345560377479,
BLL,5,"(0.342, 2.658]",-0.23711233567965917,
BLL,6,"(-0.588, -0.287]",,0.3319671515942363
BLL,7,"(-0.287, -0.206]",,0.2574521079782083
BLL,8,"(-0.206, -0.142]",,0.21709894606743288
BLL,9,"(-0.142, -0.0898]",,0.20364049336877757
BLL,10,"(-0.0898, -0.0388]",,0.18695971346421134
BLL,11,"(-0.0388, 0.0]",,0.15691629000569518
BMY,0,"(-0.001, 0.034]",-0.09852127596712042,
BMY,1,"(0.034, 0.0927]",-0.11821000846264255,
BMY,2,"(0.0927, 0.155]",-0.13163591611616324,
BMY,3,"(0.155, 0.234]",-0.1537070685190293,
BMY,4,"(0.234, 0.366]",-0.17605015825761663,
BMY,5,"(0.366, 2.712]",-0.2369497844273776,
BMY,6,"(-0.626, -0.285]",,0.2596438202656609
BMY,7,"(-0.285, -0.215]",,0.276384132720042
BMY,8,"(-0.215, -0.157]",,0.23309495634857458
BMY,9,"(-0.157, -0.102]",,0.2235652426195791
BMY,10,"(-0.102, -0.0452]",,0.20632815190346115
BMY,11,"(-0.0452, 0.0]",,0.207145105532757
BP,0,"(-0.001, 0.0274]",-0.08932387380894485,
BP,1,"(0.0274, 0.0747]",-0.10405039530244155,
BP,2,"(0.0747, 0.126]",-0.1209453491833001,
BP,3,"(0.126, 0.186]",-0.13202713114348733,
BP,4,"(0.186, 0.292]",-0.1614366191469001,
BP,5,"(0.292, 6.643]",-0.21340391924832505,
BP,6,"(-0.693, -0.258]",,0.2520310624845868
BP,7,"(-0.258, -0.195]",,0.28417648494669595
BP,8,"(-0.195, -0.146]",,0.21932120240253838
BP,9,"(-0.146, -0.0921]",,0.2109397150277883
BP,10,"(-0.0921, -0.0406]",,0.196394379035328
BP,11,"(-0.0406, 0.0]",,0.1998640938699052
BPOP,0,"(-0.001, 0.0415]",-0.11019904880178574,
BPOP,1,"(0.0415, 0.101]",-0.13218043564975074,
BPOP,2,"(0.101, 0.169]",-0.1525189968191453,
BPOP,3,"(0.169, 0.251]",-0.17346985892807015,
BPOP,4,"(0.251, 0.413]",-0.19556461407902084,
BPOP,5,"(0.413, 6.249]",-0.2657210373665285,
BPOP,6,"(-0.717, -0.312]",,0.38360297030712864
BPOP,7,"(-0.312, -0.235]",,0.3084530778853453
BPOP,8,"(-0.235, -0.179]",,0.3108181186408676
BPOP,9,"(-0.179, -0.124]",,0.28894194900532827
BPOP,10,"(-0.124, -0.0627]",,0.25951125059757335
BPOP,11,"(-0.0627, 0.0]",,0.25482645659362796
BR,0,"(-0.001, 0.0408]",-0.10054196209768099,
BR,1,"(0.0408, 0.0961]",-0.11733044153060328,
BR,2,"(0.0961, 0.16]",-0.13271291331805257,
BR,3,"(0.16, 0.255]",-0.15302720227388625,
BR,4,"(0.255, 0.413]",-0.20893978107825575,
BR,5,"(0.413, 12.383]",-0.3327028170632853,
BR,6,"(-0.932, -0.367]",,1.6584592728441314
BR,7,"(-0.367, -0.246]",,0.5723745783150531
BR,8,"(-0.246, -0.174]",,0.3555151541166233
BR,9,"(-0.174, -0.108]",,0.26710581143461876
BR,10,"(-0.108, -0.0464]",,0.19298210991378664
BR,11,"(-0.0464, 0.0]",,0.22658489098631784
BSX,0,"(-0.001, 0.0392]",-0.08137516920355078,
BSX,1,"(0.0392, 0.0892]",-0.1021723835165196,
BSX,2,"(0.0892, 0.151]",-0.12578600272844326,
BSX,3,"(0.151, 0.225]",-0.1513478483986484,
BSX,4,"(0.225, 0.335]",-0.18297993602744733,
BSX,5,"(0.335, 3.974]",-0.26447336075739064,
BSX,6,"(-0.623, -0.294]",,0.3583678879015896
BSX,7,"(-0.294, -0.217]",,0.27704872688930865
BSX,8,"(-0.217, -0.159]",,0.24909017370934608
BSX,9,"(-0.159, -0.104]",,0.22078747813028718
BSX,10,"(-0.104, -0.0516]",,0.19145895239747185
BSX,11,"(-0.0516, 0.0]",,0.1622054244323266
BUD,0,"(-0.001, 0.03]",-0.07862173615016284,
BUD,1,"(0.03, 0.0792]",-0.10104557748446803,
BUD,2,"(0.0792, 0.134]",-0.11926312272021988,
BUD,3,"(0.134, 0.199]",-0.13631101362334172,
BUD,4,"(0.199, 0.317]",-0.16112485072687882,
BUD,5,"(0.317, 3.44]",-0.24599507487726002,
BUD,6,"(-0.698, -0.27]",,0.26054849700356186
BUD,7,"(-0.27, -0.196]",,0.2309619855748861
BUD,8,"(-0.196, -0.141]",,0.2447757087851816
BUD,9,"(-0.141, -0.0931]",,0.19366044671445698
BUD,10,"(-0.0931, -0.0407]",,0.21101268525593933
BUD,11,"(-0.0407, 0.0]",,0.2222719110180161
C,0,"(-0.001, 0.0362]",-0.10760924622723643,
C,1,"(0.0362, 0.0907]",-0.12088890592313568,
C,2,"(0.0907, 0.146]",-0.1351823434097204,
C,3,"(0.146, 0.22]",-0.16244165228616408,
C,4,"(0.22, 0.365]",-0.18036000340530703,
C,5,"(0.365, 5.077]",-0.240382028358961,
C,6,"(-0.661, -0.3]",,0.3466518664928321
C,7,"(-0.3, -0.22]",,0.29858222817994395
C,8,"(-0.22, -0.162]",,0.2548879735085008
C,9,"(-0.162, -0.111]",,0.23823275299311014
C,10,"(-0.111, -0.0563]",,0.23640589542388402
C,11,"(-0.0563, 0.0]",,0.23679973441934407
CAG,0,"(-0.001, 0.0435]",-0.08416274191073798,
CAG,1,"(0.0435, 0.102]",-0.11353991078867905,
CAG,2,"(0.102, 0.161]",-0.1327121965366638,
CAG,3,"(0.161, 0.237]",-0.1523062149064064,
CAG,4,"(0.237, 0.355]",-0.1853071589514559,
CAG,5,"(0.355, 3.414]",-0.2507475306726536,
CAG,6,"(-0.754, -0.294]",,0.30752236409014716
CAG,7,"(-0.294, -0.212]",,0.271778822340366
CAG,8,"(-0.212, -0.148]",,0.2354908424316938
CAG,9,"(-0.148, -0.0992]",,0.21267836600194237
CAG,10,"(-0.0992, -0.0434]",,0.19413410444774104
CAG,11,"(-0.0434, 0.0]",,0.20321779615636165
CAH,0,"(-0.001, 0.0302]",-0.09082142297767648,
CAH,1,"(0.0302, 0.086]",-0.10272018820128068,
CAH,2,"(0.086, 0.147]",-0.12266692208361843,
CAH,3,"(0.147, 0.225]",-0.1526482025356106,
CAH,4,"(0.225, 0.366]",-0.1903533620605458,
CAH,5,"(0.366, 2.071]",-0.24138958092361806,
CAH,6,"(-0.635, -0.292]",,0.31337642699516893
CAH,7,"(-0.292, -0.215]",,0.2648606433448565
CAH,8,"(-0.215, -0.156]",,0.24174055820687632
CAH,9,"(-0.156, -0.0982]",,0.21004129981956832
CAH,10,"(-0.0982, -0.0382]",,0.19777620344134944
CAH,11,"(-0.0382, 0.0]",,0.20522434572790033
CAKE,0,"(-0.001, 0.0358]",-0.08518518973604443,
CAKE,1,"(0.0358, 0.0882]",-0.10508347531033957,
CAKE,2,"(0.0882, 0.144]",-0.12870068072639962,
CAKE,3,"(0.144, 0.219]",-0.14996943142758445,
CAKE,4,"(0.219, 0.335]",-0.18004027725952773,
CAKE,5,"(0.335, 7.722]",-0.23683050152518265,
CAKE,6,"(-0.637, -0.29]",,0.26553972440363244
CAKE,7,"(-0.29, -0.213]",,0.24828303572289306
CAKE,8,"(-0.213, -0.151]",,0.24451886459897176
CAKE,9,"(-0.151, -0.0946]",,0.24554978527063184
CAKE,10,"(-0.0946, -0.0335]",,0.23443824959434595
CAKE,11,"(-0.0335, 0.0]",,0.19443521254404839
CAR,0,"(-0.001, 0.0443]",-0.0944578276596994,
CAR,1,"(0.0443, 0.111]",-0.11609949004520413,
CAR,2,"(0.111, 0.191]",-0.14185516404656387,
CAR,3,"(0.191, 0.311]",-0.1783662426204629,
CAR,4,"(0.311, 0.584]",-0.24586744689442436,
CAR,5,"(0.584, 12.86]",-0.44372934258876306,
CAR,6,"(-0.859, -0.355]",,0.9573140419100454
CAR,7,"(-0.355, -0.252]",,0.29620613014351915
CAR,8,"(-0.252, -0.173]",,0.24222545143386578
CAR,9,"(-0.173, -0.11]",,0.2554874285592576
CAR,10,"(-0.11, -0.047]",,0.2119756520002161
CAR,11,"(-0.047, 0.0]",,0.20211268828977577
CAT,0,"(-0.001, 0.0305]",-0.08746470670337408,
CAT,1,"(0.0305, 0.0857]",-0.10820911302368665,
CAT,2,"(0.0857, 0.143]",-0.12112405599740216,
CAT,3,"(0.143, 0.218]",-0.15041353437858573,
CAT,4,"(0.218, 0.333]",-0.1693168774938205,
CAT,5,"(0.333, 2.828]",-0.23230751065374008,
CAT,6,"(-0.596, -0.277]",,0.28349024007676604
CAT,7,"(-0.277, -0.205]",,0.2725954861136321
CAT,8,"(-0.205, -0.146]",,0.2088272787904349
CAT,9,"(-0.146, -0.0904]",,0.17951100890329086
CAT,10,"(-0.0904, -0.036]",,0.17386784230365143
CAT,11,"(-0.036, 0.0]",,0.17815372950286495
CB,0,"(-0.001, 0.0361]",-0.10568393468991644,
CB,1,"(0.0361, 0.0919]",-0.1286601038497814,
CB,2,"(0.0919, 0.163]",-0.1456564508562527,
CB,3,"(0.163, 0.248]",-0.16929621712667053,
CB,4,"(0.248, 0.388]",-0.1949291188519772,
